filing_amount,employee_count,filing_frequency_per_year,amount_change_pct,days_between_filings,same_tin_filing_count,is_round_amount,is_anomaly,anomaly_type
813274.0,6,11,2.4139830031232634,29,1,0,0,normal
1314792.0,69,15,4.679461494297648,34,1,0,0,normal
3673249.0,36,14,-24.995849204822402,26,1,0,0,normal
253783.0,1611,28,-99.0,882,6,0,1,tin_reuse
2186661.0,59,13,10.607901255279366,25,1,0,0,normal
1439480.0,18,12,46.85105207789432,33,1,0,0,normal
514853.0,46,10,27.26867061532461,28,1,0,0,normal
2880744.0,46,13,16.10666464472697,25,1,0,0,normal
2238468.0,56,13,-23.288267356974643,31,1,0,0,normal
42567.0,58,11,17.170437462057777,30,1,0,0,normal
2283931.0,49,15,37.41244845024838,31,1,0,0,normal
876257.0,0,0,1332.0152268283273,0,7,0,1,sudden_zero_filing
5851341.0,62,13,41.85484438145589,28,1,0,0,normal
51709.0,68,13,-11.717881031044719,28,1,0,0,normal
1760369.0,83,12,-26.476502185387403,31,1,0,0,normal
2068737.0,64,13,-29.313013081523867,30,1,0,0,normal
1503627.0,4,15,-27.046561038637762,25,1,0,0,normal
119629.0,28,10,3.2871589814028113,34,1,0,0,normal
108288.0,91,14,30.930653515461955,25,1,0,0,normal
7477481.0,48,13,44.250135001536805,29,1,0,0,normal
1769140.0,96,12,31.986911337095165,27,1,0,0,normal
1091814.0,51,10,-0.25584398934155317,27,1,0,0,normal
2795361.0,75,14,47.49390127796461,32,1,0,0,normal
1751015.0,98,15,10.380266374086489,29,1,0,0,normal
1548330.0,53,13,11.750148095802857,34,1,0,0,normal
853827000.0,0,27,1153.1802278632622,441,3,1,1,amount_spike
837975.0,26,15,39.95928949428554,30,1,0,0,normal
885199.0,86,11,41.45065377793493,34,1,0,0,normal
2528888.0,32,14,1.4929980252852744,28,1,0,0,normal
131386.0,55,13,-6.7090031175521325,31,1,0,0,normal
902788.0,51,13,46.12131677104445,28,1,0,0,normal
796058.0,10,12,-10.133361662202383,35,1,0,0,normal
7704276.0,37,11,17.876540979196598,27,1,0,0,normal
1470122.0,22,10,6.655506220871516,25,1,0,0,normal
2521984.0,27,13,13.181868248580393,25,1,0,0,normal
0.0,0,31,-99.0,0,6,0,1,amount_spike
1353028.0,67,14,34.53116047193231,30,1,0,0,normal
458727000.0,3746,33,1843.693348756695,695,7,1,1,duplicate_filing
227179000.0,0,0,-71.94297877389434,0,7,1,1,sudden_zero_filing
2748215.0,24,14,21.975199164315484,31,1,0,0,normal
814217.0,19,10,26.583250481129433,34,1,0,0,normal
1567103.0,52,12,39.88361774560188,34,1,0,0,normal
499802.0,25,15,16.799266010396956,29,1,0,0,normal
4198281.0,9,14,-26.588010086878935,28,1,0,0,normal
1635927.0,53,10,32.79163398683019,29,1,0,0,normal
516839.0,92,11,23.570042059333133,32,1,0,0,normal
958803.0,83,15,-27.04035543174716,25,1,0,0,normal
1163776.0,29,15,7.427570583135015,29,1,0,0,normal
2812846.0,14,14,27.226120959411332,35,1,0,0,normal
2489065.0,3,10,-17.32416910796711,34,1,0,0,normal
1345746.0,44,11,37.755928160347054,29,1,0,0,normal
6021856.0,11,12,-24.448623782698633,27,1,0,0,normal
760899.0,0,0,-99.0,917,6,0,1,duplicate_filing
2456181.0,17,15,-0.43842563180239935,31,1,0,0,normal
290354.0,74,11,14.543354998818742,30,1,0,0,normal
2045639.0,6,15,22.722380936469577,29,1,0,0,normal
45844.0,30,14,14.042781829477356,28,1,0,0,normal
4721197.0,96,12,0.16085921531307434,31,1,0,0,normal
55849.0,16,12,-6.4629253106358675,33,1,0,0,normal
99051.0,78,15,2.3541431389187366,30,1,0,0,normal
414987.0,72,15,41.37898994859056,26,1,0,0,normal
5494129.0,3,13,-28.66764338833356,34,1,0,0,normal
230533.0,6,12,26.437190489088287,32,1,0,0,normal
5768139.0,10,12,-25.030809929600384,35,1,0,0,normal
4871468.0,31,12,34.749687504010666,26,1,0,0,normal
1510762.0,78,15,29.509397298974037,30,1,0,0,normal
191955.0,27,11,32.29916780958995,33,1,0,0,normal
735729.0,63,15,-5.394731673773805,30,1,0,0,normal
0.0,2138,0,-99.0,920,5,0,1,ghost_employee
819758.0,1,10,32.184110475093235,28,1,0,0,normal
777459.0,82,15,41.41824771071802,31,1,0,0,normal
2122890.0,51,13,-13.28172611160462,31,1,0,0,normal
0.0,0,0,-99.0,465,6,0,1,amount_spike
3176275.0,89,11,46.859161078603165,29,1,0,0,normal
1087680.0,70,12,-23.98451361440726,33,1,0,0,normal
1204225.0,47,15,9.63644115571526,28,1,0,0,normal
161484000.0,0,39,-99.0,0,2,1,1,duplicate_filing
1784297.0,42,13,24.12822992250519,28,1,0,0,normal
2269331.0,77,15,43.6658826033037,27,1,0,0,normal
583781.0,72,13,8.206311749542301,31,1,0,0,normal
10295.0,29,12,45.111926196472155,32,1,0,0,normal
675694.0,15,11,6.136313243237872,35,1,0,0,normal
3034218.0,69,15,32.54684756003484,31,1,0,0,normal
3205367.0,83,13,47.12891003002795,27,1,0,0,normal
4895686.0,49,13,-1.0443971225659432,27,1,0,0,normal
2877967.0,44,15,35.995274936233685,25,1,0,0,normal
737546.0,82,14,30.47887682156872,34,1,0,0,normal
1201827.0,80,12,-3.6611889381035922,31,1,0,0,normal
1989767.0,22,11,24.8671335274545,34,1,0,0,normal
78410.0,33,12,9.590061822894015,31,1,0,0,normal
4190099.0,90,11,18.826718724708584,25,1,0,0,normal
521184.0,1846,25,-99.0,550,2,0,1,round_number_fraud
881389.0,89,14,-11.332521276820088,35,1,0,0,normal
3022317.0,29,10,-19.483698115963108,34,1,0,0,normal
2180917.0,92,11,13.929198573780049,29,1,0,0,normal
3767910.0,36,10,-17.533007493441907,29,1,0,0,normal
1544094.0,1,12,25.910374179071965,33,1,0,0,normal
2435404.0,81,14,26.899638150767736,33,1,0,0,normal
105781.0,92,13,2.0454896684665016,29,1,0,0,normal
392561.0,22,12,5.135702970752654,32,1,0,0,normal
500888000.0,0,34,683.8908624525711,466,3,1,1,ghost_employee
1293823.0,11,11,29.364207105362794,32,1,0,0,normal
699955.0,90,15,48.50868357151781,26,1,0,0,normal
3719140.0,51,13,3.2313065929016034,26,1,0,0,normal
754200.0,87,15,1.7691067560487355,33,1,0,0,normal
1731629.0,94,13,8.361492085392214,31,1,0,0,normal
2677788.0,65,11,-15.587449483859306,32,1,0,0,normal
1994024.0,24,11,-9.389331642368319,31,1,0,0,normal
4420406.0,71,13,5.19682171488715,35,1,0,0,normal
1006552.0,57,10,21.029213826459724,33,1,0,0,normal
900411.0,79,11,-3.281401123938412,33,1,0,0,normal
388774.0,41,11,17.81243592664918,25,1,0,0,normal
62468.0,80,11,-6.614868188819159,26,1,0,0,normal
1174918.0,33,12,-8.449115080489786,29,1,0,0,normal
4121027.0,97,10,47.12564651101006,30,1,0,0,normal
1469183.0,24,11,45.89053575170891,33,1,0,0,normal
499709.0,515,24,-60.40522677583141,0,3,0,1,round_number_fraud
0.0,0,36,742.0284191010177,628,3,0,1,duplicate_filing
5018377.0,96,15,47.32744823386315,26,1,0,0,normal
403569000.0,4195,0,-62.33711436349327,766,5,1,1,amount_spike
732594000.0,0,0,-99.0,621,4,1,1,tin_reuse
3275497.0,25,13,39.983256739872076,34,1,0,0,normal
2329653.0,30,13,10.04418994997799,28,1,0,0,normal
3827308.0,39,15,-5.047879982378358,29,1,0,0,normal
1427574.0,15,10,22.93578648794017,28,1,0,0,normal
3074814.0,58,11,15.162973487148719,35,1,0,0,normal
347004.0,0,0,1634.5211387764928,672,4,0,1,sudden_zero_filing
2066101.0,81,12,-25.98925564833486,34,1,0,0,normal
1569568.0,22,10,16.068110811130076,28,1,0,0,normal
298642.0,16,10,-18.92764274415267,25,1,0,0,normal
337449.0,76,14,10.422371144276646,34,1,0,0,normal
7156639.0,6,10,-0.473524994390651,25,1,0,0,normal
6026849.0,87,12,19.734292834625563,29,1,0,0,normal
1119595.0,56,14,49.00925025461967,25,1,0,0,normal
7559355.0,66,10,46.00165798514131,25,1,0,0,normal
6827783.0,4,10,39.154567106020835,30,1,0,0,normal
2397939.0,54,14,-28.644386482689015,28,1,0,0,normal
0.0,3430,0,778.6475207919956,522,4,0,1,ghost_employee
1942275.0,95,15,21.729964985439032,27,1,0,0,normal
2852414.0,61,14,28.832544069730808,26,1,0,0,normal
3706033.0,80,15,-26.224624751646772,26,1,0,0,normal
702860.0,63,15,3.3037914735045035,34,1,0,0,normal
4798705.0,48,14,-5.789677773694251,35,1,0,0,normal
1024728.0,73,10,41.188280509784434,26,1,0,0,normal
1477286.0,14,10,-2.7737862504443385,35,1,0,0,normal
2718772.0,3,14,0.8001037192281402,28,1,0,0,normal
914858.0,26,15,-8.659819427216362,34,1,0,0,normal
279576.0,1,14,3.124251385552917,26,1,0,0,normal
825242.0,81,10,-1.2950508472687616,27,1,0,0,normal
852848.0,56,15,-16.17687408502908,29,1,0,0,normal
12038310.0,70,15,38.67670748330673,35,1,0,0,normal
3441365.0,70,10,39.1322563883425,29,1,0,0,normal
1378199.0,34,13,-7.897977500338669,30,1,0,0,normal
7998578.0,13,15,2.361765247685163,28,1,0,0,normal
674842.0,43,15,41.41066637663086,35,1,0,0,normal
692746.0,11,15,15.259693387062342,30,1,0,0,normal
216603.0,1,11,11.047438766924536,34,1,0,0,normal
832891000.0,717,0,-99.0,916,6,1,1,duplicate_filing
97574.0,89,11,18.48857060696419,27,1,0,0,normal
76513.0,66,15,22.825236041002775,34,1,0,0,normal
800720.0,70,15,-4.0434053635188505,33,1,0,0,normal
1886759.0,70,10,-14.661730242813835,25,1,0,0,normal
1285397.0,97,10,-17.7276515652282,30,1,0,0,normal
3132353.0,53,14,21.39670830236515,29,1,0,0,normal
469461.0,8,13,-9.83928410977014,32,1,0,0,normal
171644.0,25,12,48.004367960943114,34,1,0,0,normal
2131653.0,36,10,-4.446392621222799,26,1,0,0,normal
566135.0,91,13,-24.002785984118855,25,1,0,0,normal
421675.0,0,0,1498.161992998836,408,7,0,1,ghost_employee
776409.0,32,15,15.774805179349862,27,1,0,0,normal
906150.0,11,12,-8.485592543406312,27,1,0,0,normal
2531142.0,89,15,48.20032391785534,33,1,0,0,normal
139424.0,8,14,-14.739514791166934,27,1,0,0,normal
324826.0,33,10,9.700205210631708,31,1,0,0,normal
0.0,1790,0,1398.367413202931,0,3,0,1,tin_reuse
3415357.0,53,15,15.086158691984899,33,1,0,0,normal
0.0,0,0,828.8763200170503,829,6,0,1,sudden_zero_filing
832744.0,48,15,48.95583831679615,35,1,0,0,normal
574029.0,29,14,28.158362893542595,28,1,0,0,normal
744695.0,38,11,-5.4174373855883395,31,1,0,0,normal
395267.0,65,10,29.99735443989411,29,1,0,0,normal
2070883.0,41,11,10.995099350171103,34,1,0,0,normal
37409.0,94,14,-0.6228756860445657,34,1,0,0,normal
5063404.0,35,11,11.976686502145107,26,1,0,0,normal
536456.0,20,12,46.209978726871256,32,1,0,0,normal
63261.0,65,13,-15.19800158329935,29,1,0,0,normal
270930.0,7,12,16.64057021115289,30,1,0,0,normal
4721401.0,74,14,29.817111991226497,26,1,0,0,normal
829403.0,71,12,17.436449144654617,30,1,0,0,normal
1113905.0,32,15,-4.60538915362303,27,1,0,0,normal
215393000.0,4796,0,1349.7869096853713,0,6,1,1,amount_spike
0.0,2498,0,-99.0,0,3,0,1,duplicate_filing
0.0,0,0,590.6938338694432,0,2,0,1,ghost_employee
159320000.0,0,0,-65.65612833898375,428,4,1,1,amount_spike
1930310.0,95,11,41.32514982129496,32,1,0,0,normal
214197000.0,4320,43,-57.91907236737083,0,4,1,1,sudden_zero_filing
1801263.0,83,12,-23.771510086275114,28,1,0,0,normal
3858957.0,89,13,32.90088909265812,34,1,0,0,normal
1211866.0,90,13,26.523746492194093,28,1,0,0,normal
1068243.0,4,10,5.431413717974735,26,1,0,0,normal
674462.0,41,10,22.653002112393786,30,1,0,0,normal
284245.0,13,10,-18.47731954791593,32,1,0,0,normal
7236626.0,94,12,-18.60887639010749,30,1,0,0,normal
2591795.0,31,15,27.418852990737896,27,1,0,0,normal
1615512.0,39,11,-13.024354510481366,31,1,0,0,normal
6001223.0,56,13,29.091873087037953,34,1,0,0,normal
1286066.0,87,12,42.897289322405655,31,1,0,0,normal
90953.0,15,10,18.29030751944319,33,1,0,0,normal
1745195.0,9,10,-20.58368124361479,32,1,0,0,normal
1219002.0,31,14,-25.197699121532253,28,1,0,0,normal
787116.0,48,14,2.05200672773303,27,1,0,0,normal
289047.0,52,11,27.912179136590055,29,1,0,0,normal
1434588.0,93,12,26.900865063862163,34,1,0,0,normal
